Sales Register
ID,Posting Date,Debit To,Parent Account,Territory,Customer Details,Sales - GPB,Net Total,Arifin Trucking - GPB,Freight Cost of Sales - GPB,Miscellaneous Expenses - GPB,PPh 22  ( Non NPWP ) - GPB,PPh 22 ( NPWP ) - GPB,PPN - GPB,Prima Johan - GPB,Sales Discount - GPB,SPSI Factory - GPB,Total Tax,Grand Total
INV03718,2013-01-02,Bangun Sari Batu Bara 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03719,2013-01-02,Harapan Aulia Tembung 1,Accounts Receivable - GPB,Tatemlukam,,18438914.73,18438914.73,0,0,0,92194.57,0,1843891.47,0,0,0,1936086.04,20375000.77
INV03720,2013-01-02,Bangun Sari Batu Bara 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03721,2013-01-02,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17782806.7,17782806.7,0,0,0,88914.03,0,1778280.67,0,0,0,1867194.7,19650001.4
INV03722,2013-01-02,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17782806.7,17782806.7,0,0,0,88914.03,0,1778280.67,0,0,0,1867194.7,19650001.4
INV03723,2013-01-02,Usaha Baru Batangkuis 1,Accounts Receivable - GPB,Tatemlukam,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03725,2013-01-02,Harapan Jaya Alfalah 1,Accounts Receivable - GPB,Medan,,18099548.57,18099548.57,0,0,0,90497.74,0,1809954.86,0,0,0,1900452.6,20000001.17
INV03726,2013-01-02,Sinar Jaya Perbaungan 1,Accounts Receivable - GPB,Serkibata,,18099548.57,18099548.57,0,0,0,90497.74,0,1809954.86,0,0,0,1900452.6,20000001.17
INV03727,2013-01-02,Antara Jaya Simpang Kawat 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03728,2013-01-02,Darmawan Sejahtera - GPB,Accounts Receivable - GPB,Tatemlukam,,18438914.73,18438914.73,0,0,0,92194.57,0,1843891.47,0,0,0,1936086.04,20375000.77
INV03729,2013-01-02,Tetap Jaya Kisaran 1,Accounts Receivable - GPB,Serkibata,,18099548.57,18099548.57,0,0,0,90497.74,0,1809954.86,0,0,0,1900452.6,20000001.17
INV03730,2013-01-02,Usaha Baru Batangkuis 1,Accounts Receivable - GPB,Tatemlukam,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03731,2013-01-02,Indomas Kisaran 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03732,2013-01-02,Indomas Kisaran 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03733,2013-01-02,Tunas Family T. Balai 1,Accounts Receivable - GPB,Serkibata,,18099548.57,18099548.57,0,0,0,90497.74,0,1809954.86,0,0,0,1900452.6,20000001.17
INV03734,2013-01-02,Hartono Perdagangan 1,Accounts Receivable - GPB,Serkibata,,17330316.83,17330316.83,0,0,0,86651.58,0,1733031.68,0,0,0,1819683.26,19150000.09
INV03735,2013-01-02,Sinar Jaya Perbaungan 1,Accounts Receivable - GPB,Serkibata,,18099548.57,18099548.57,0,0,0,90497.74,0,1809954.86,0,0,0,1900452.6,20000001.17
INV03736,2013-01-02,Indomas Kisaran 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03737,2013-01-03,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17782806.7,17782806.7,0,0,0,88914.03,0,1778280.67,0,0,0,1867194.7,19650001.4
INV03738,2013-01-03,Tetap Jaya Kisaran 1,Accounts Receivable - GPB,Serkibata,,18099548.57,18099548.57,0,0,0,90497.74,0,1809954.86,0,0,0,1900452.6,20000001.17
INV03739,2013-01-03,Martimbul Kisaran 1,Accounts Receivable - GPB,Serkibata,,17873303.44,17873303.44,0,0,0,89366.52,0,1787330.34,0,0,0,1876696.86,19750000.3
INV03740,2013-01-03,Sabar Jaya Marendal 1,Accounts Receivable - GPB,Medan,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03741,2013-01-03,Martimbul Kisaran 1,Accounts Receivable - GPB,Serkibata,,17873303.44,17873303.44,0,0,0,89366.52,0,1787330.34,0,0,0,1876696.86,19750000.3
INV03742,2013-01-03,Martimbul Kisaran 1,Accounts Receivable - GPB,Serkibata,,17873303.44,17873303.44,0,0,0,89366.52,0,1787330.34,0,0,0,1876696.86,19750000.3
INV03743,2013-01-03,Martimbul Kisaran 1,Accounts Receivable - GPB,Serkibata,,17873303.44,17873303.44,0,0,0,89366.52,0,1787330.34,0,0,0,1876696.86,19750000.3
INV03744,2013-01-03,Maju Jaya Inalum 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03745,2013-01-03,Pelita Serbelawan 1,Accounts Receivable - GPB,Sibatopasa,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03746,2013-01-03,Rizki Tanjung Morawa 1,Accounts Receivable - GPB,Tatemlukam,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03747,2013-01-03,Sumarman Galang 1,Accounts Receivable - GPB,Tatemlukam,,3484162.9,3484162.9,0,0,0,17420.81,0,348416.29,0,0,0,365837.1,3850000.0
INV03748,2013-01-03,Residen Kualah Selatan 1,Accounts Receivable - GPB,Rapakoba,,18778281.57,18778281.57,0,0,0,93891.41,0,1877828.16,0,0,0,1971719.57,20750001.14
INV03749,2013-01-03,Gambir Aek Kanopan 1,Accounts Receivable - GPB,Rapakoba,,18778281.57,18778281.57,0,0,0,93891.41,0,1877828.16,0,0,0,1971719.57,20750001.14
INV03751,2013-01-04,Usaha Baru Batangkuis 1,Accounts Receivable - GPB,Tatemlukam,,17171946.78,17171946.78,0,0,0,85859.73,0,1717194.68,1150000.0,0,0,2953054.41,20125001.19
INV03752,2013-01-04,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17330317.83,17330317.83,0,0,0,86651.59,0,1733031.78,500000.0,0,0,2319683.37,19650001.2
INV03753,2013-01-04,Usaha Makmur Laut dendang1,Accounts Receivable - GPB,Medan,,17171946.78,17171946.78,0,0,0,85859.73,0,1717194.68,1150000.0,0,0,2953054.41,20125001.19
INV03755,2013-01-04,Bima Maju Binjai 1,Accounts Receivable - GPB,Binlangkar,,16877828.6,16877828.6,0,0,0,84389.14,0,1687782.86,1600000.0,0,0,3372172.0,20250000.6
INV03756,2013-01-04,Maja Agung Galang 1,Accounts Receivable - GPB,Tatemlukam,,17398191.21,17398191.21,0,0,0,86990.96,0,1739819.12,1150000.0,0,0,2976810.08,20375001.29
INV03757,2013-01-04,Cahaya Baru Sei Bulu 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0.0,0,0,1912330.36,20125000.44
INV03758,2013-01-04,Bima Maju Binjai 1,Accounts Receivable - GPB,Binlangkar,,16877842.53,16877842.53,0,0,0,84389.21,0,1687784.25,1600000.0,0,0,3372173.46,20250015.99
INV03759,2013-01-04,Tunas Family T. Balai 1,Accounts Receivable - GPB,Serkibata,,17217194.85,17217194.85,0,0,0,86085.97,0,1721719.49,1100000.0,0,0,2907805.46,20125000.31
INV03760,2013-01-04,Sumber Baru Batang Kuis 1,Accounts Receivable - GPB,Tatemlukam,,17398191.21,17398191.21,0,0,0,86990.96,0,1739819.12,1150000.0,0,0,2976810.08,20375001.29
INV03761,2013-01-04,Wandi Rantau Selatan 1,Accounts Receivable - GPB,Rapakoba,,17081448.87,17081448.87,0,0,0,85407.24,0,1708144.89,2250000.0,0,0,4043552.13,21125001.0
INV03823,2013-01-04,Desa Maju Polonia 1,Accounts Receivable - GPB,Medan,,17058823.89,17058823.89,0,0,0,85294.12,0,1705882.39,1150000.0,0,0,2941176.51,20000000.4
INV03824,2013-01-04,Mandiri Jaya Marendal 1,Accounts Receivable - GPB,Medan,,17171946.78,17171946.78,0,0,0,85859.73,0,1717194.68,1150000.0,0,0,2953054.41,20125001.19
INV03762,2013-01-05,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17330317.83,17330317.83,0,0,0,86651.59,0,1733031.78,500000.0,0,0,2319683.37,19650001.2
INV03763,2013-01-05,Rezeki Makmur T . Balai 1,Accounts Receivable - GPB,Serkibata,,18212670.08,18212670.08,0,0,0,91063.35,0,1821267.01,0,0,0,1912330.36,20125000.44
INV03764,2013-01-05,Maju Jaya Tebing 1,Accounts Receivable - GPB,Serkibata,,17669684.39,17669684.39,0,0,0,88348.42,0,1766968.44,600000.0,0,0,2455316.86,20125001.25
INV03765,2013-01-05,Obor Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17398190.67,17398190.67,0,0,0,86990.95,0,1739819.07,900000.0,0,0,2726810.02,20125000.69
INV03766,2013-01-09,Mutiara Pantai Batubara 1,Accounts Receivable - GPB,Serkibata,,17760182.3,17760182.3,0,0,0,88800.91,0,1776018.23,750000.0,0,0,2614819.14,20375001.44
INV03767,2013-01-09,Obor Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17398190.67,17398190.67,0,0,0,86990.95,0,1739819.07,900000.0,0,0,2726810.02,20125000.69
INV03768,2013-01-09,Obor Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17398190.67,17398190.67,0,0,0,86990.95,0,1739819.07,900000.0,0,0,2726810.02,20125000.69
INV03769,2013-01-09,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17330317.83,17330317.83,0,0,0,86651.59,0,1733031.78,500000.0,0,0,2319683.37,19650001.2
INV03770,2013-01-09,Linsa Pangururan 1,Accounts Receivable - GPB,Sibatopasa,,15678733.03,15678733.03,0,0,0,78393.67,0,1567873.3,0.0,0,0,1646266.97,17325000.0
INV03771,2013-01-09,Desa Maju Polonia 1,Accounts Receivable - GPB,Medan,,17058823.89,17058823.89,0,0,0,85294.12,0,1705882.39,1150000.0,0,0,2941176.51,20000000.4
INV03772,2013-01-09,Obor Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17398190.67,17398190.67,0,0,0,86990.95,0,1739819.07,900000.0,0,0,2726810.02,20125000.69
INV03773,2013-01-09,Surya Kencana Lubuk Pakam 1,Accounts Receivable - GPB,Tatemlukam,,17624434.61,17624434.61,0,0,0,88122.17,0,1762443.46,1150000.0,0,0,3000565.63,20625000.24
INV03774,2013-01-09,Indomas Kisaran 1,Accounts Receivable - GPB,Serkibata,,17398190.67,17398190.67,0,0,0,86990.95,0,1739819.07,900000.0,0,0,2726810.02,20125000.69
INV03775,2013-01-09,Usaha Makmur Laut dendang1,Accounts Receivable - GPB,Medan,,17398190.67,17398190.67,0,0,0,86990.95,0,1739819.07,1150000.0,0,0,2976810.02,20375000.69
INV03776,2013-01-09,Tunas Family T. Balai 1,Accounts Receivable - GPB,Serkibata,,17217194.85,17217194.85,0,0,0,86085.97,0,1721719.49,1100000.0,0,0,2907805.46,20125000.31
INV03777,2013-01-09,Rezeki Makmur T . Balai 1,Accounts Receivable - GPB,Serkibata,,17217194.85,17217194.85,0,0,0,86085.97,0,1721719.49,1100000.0,0,0,2907805.46,20125000.31
INV03778,2013-01-09,Merbau Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17737558.24,17737558.24,0,0,0,88687.79,0,1773755.82,900000.0,0,0,2762443.61,20500001.85
