Sales Register
ID,Posting Date,Debit To,Parent Account,Territory,Customer Details,Sales - GPB,Net Total,Arifin Trucking - GPB,Freight Cost of Sales - GPB,Miscellaneous Expenses - GPB,PPh 22  ( Non NPWP ) - GPB,PPh 22 ( NPWP ) - GPB,PPN - GPB,Prima Johan - GPB,Sales Discount - GPB,SPSI Factory - GPB,Total Tax,Grand Total
INV03963,2013-01-19,Residen Kualah Selatan 1,Accounts Receivable - GPB,Rapakoba,,17194570.81,17194570.81,0,0,0,85972.85,0,1719457.08,2000000.0,0,0,3805429.93,21000000.74
INV03964,2013-01-19,Hartono Perdagangan 1,Accounts Receivable - GPB,Serkibata,,17194570.14,17194570.14,0,0,0,85972.85,0,1719457.01,0.0,0,0,1805429.86,19000000.0
INV03965-1,2013-01-19,Gambir Aek Kanopan 1,Accounts Receivable - GPB,Rapakoba,,17194570.2,17194570.2,2000000.0,0,0,85972.85,0,1719457.02,0,0,0,3805429.87,21000000.07
INV03966,2013-01-21,Mandiri Jaya Marendal 1,Accounts Receivable - GPB,Medan,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV03967,2013-01-21,Susan Pilar Medan 1,Accounts Receivable - GPB,Medan,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV03968,2013-01-21,Usaha Adek Sigambal 1,Accounts Receivable - GPB,Rapakoba,,17307692.43,17307692.43,2250000.0,0,0,86538.46,0,1730769.24,0,0,0,4067307.7,21375000.13
INV03969,2013-01-21,Sehati Sejahtera Martubung 1,Accounts Receivable - GPB,Medan,,17375565.63,17375565.63,0,0,0,86877.83,0,1737556.56,1300000.0,0,0,3124434.39,20500000.02
INV03970,2013-01-21,Bangun Baru Perbaungan 1,Accounts Receivable - GPB,Serkibata,,17420814.53,17420814.53,0,0,0,87104.07,0,1742081.45,1000000.0,0,0,2829185.52,20250000.05
INV03971,2013-01-21,Surbakti Berastagi 1,Accounts Receivable - GPB,Binlangkar,,16606335.29,16606335.29,0,0,0,83031.68,0,1660633.53,2900000.0,0,0,4643665.21,21250000.5
INV03972,2013-01-21,Surya Kencana Lubuk Pakam 1,Accounts Receivable - GPB,Tatemlukam,,17375565.63,17375565.63,0,0,0,86877.83,0,1737556.56,1300000.0,0,0,3124434.39,20500000.02
INV03973,2013-01-21,Jaya Perbaungan 1,Accounts Receivable - GPB,Serkibata,,16968325.87,16968325.87,0,0,0,84841.63,0,1696832.59,1000000.0,0,0,2781674.22,19750000.09
INV03974,2013-01-21,Pelangi Mas Limapuluh 1,Accounts Receivable - GPB,Serkibata,,17737556.66,17737556.66,0,0,0,88687.78,0,1773755.67,900000.0,0,0,2762443.45,20500000.11
INV03975,2013-01-21,Merbau Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17737556.66,17737556.66,0,0,0,88687.78,0,1773755.67,900000.0,0,0,2762443.45,20500000.11
INV03976,2013-01-21,Tani Jaya Sergai 1,Accounts Receivable - GPB,Serkibata,,17873303.22,17873303.22,0,0,0,89366.52,0,1787330.32,750000.0,0,0,2626696.84,20500000.06
INV03977,2013-01-21,Tetap Jaya Kisaran 1,Accounts Receivable - GPB,Serkibata,,17511312.26,17511312.26,0,0,0,87556.56,0,1751131.23,900000.0,0,0,2738687.79,20250000.05
INV03978,2013-01-21,Reyeni Aeknabara 1,Accounts Receivable - GPB,Rapakoba,,17647060.35,17647060.35,0,0,0,88235.3,0,1764706.04,0.0,0,0,1852941.34,19500001.69
INV03979,2013-01-21,Maju Jaya Linsum 1,Accounts Receivable - GPB,Rapakoba,,17194570.73,17194570.73,2000000.0,0,0,85972.85,0,1719457.07,0,0,0,3805429.92,21000000.65
INV03980,2013-01-22,Martimbul Kisaran 1,Accounts Receivable - GPB,Serkibata,,17285067.91,17285067.91,0,0,0,86425.34,0,1728506.79,900000.0,0,0,2714932.13,20000000.04
INV03981,2013-01-22,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17330316.8,17330316.8,0,0,0,86651.58,0,1733031.68,500000.0,0,0,2319683.26,19650000.06
INV03982,2013-01-22,US Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17058823.65,17058823.65,0,0,0,85294.12,0,1705882.37,900000.0,0,0,2691176.49,19750000.14
INV03983,2013-01-22,Karunia Jaya Johor 1,Accounts Receivable - GPB,Medan,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV03984,2013-01-22,Berkat Perbaungan 1,Accounts Receivable - GPB,Serkibata,,17194570.14,17194570.14,0,0,0,85972.85,0,1719457.01,1000000.0,0,0,2805429.86,20000000.0
INV03985-1,2013-01-22,Berkat Perbaungan 1,Accounts Receivable - GPB,Serkibata,,17194570.14,17194570.14,0,0,0,85972.85,0,1719457.01,1000000.0,0,0,2805429.86,20000000.0
INV03986,2013-01-22,Berkat Perbaungan 1,Accounts Receivable - GPB,Serkibata,,17194570.14,17194570.14,0,0,0,85972.85,0,1719457.01,1000000.0,0,0,2805429.86,20000000.0
INV03987,2013-01-22,Usaha Baru Batangkuis 1,Accounts Receivable - GPB,Tatemlukam,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV03989,2013-01-22,Selesai Jaya  Tembung 1,Accounts Receivable - GPB,Tatemlukam,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV03990,2013-01-22,Sinar Makmur TJ Balai 1,Accounts Receivable - GPB,Serkibata,,17330316.74,17330316.74,0,0,0,86651.58,0,1733031.67,1100000.0,0,0,2919683.25,20249999.99
INV03991,2013-01-22,Jaya Perbaungan 1,Accounts Receivable - GPB,Serkibata,,16968325.87,16968325.87,0,0,0,84841.63,0,1696832.59,1000000.0,0,0,2781674.22,19750000.09
INV03992,2013-01-22,TETAP JAYA TEBING 1,Accounts Receivable - GPB,Serkibata,,17330317.83,17330317.83,0,0,0,86651.59,0,1733031.78,600000.0,0,0,2419683.37,19750001.2
INV03993,2013-01-22,Kencana Agung Johor 1,Accounts Receivable - GPB,Medan,,16809954.77,16809954.77,0,0,0,84049.77,0,1680995.48,1300000.0,0,0,3065045.25,19875000.02
INV03994,2013-01-22,Surbakti Berastagi 1,Accounts Receivable - GPB,Binlangkar,,16606335.29,16606335.29,0,0,0,83031.68,0,1660633.53,2900000.0,0,0,4643665.21,21250000.5
INV03995,2013-01-22,Residen Kualah Selatan 1,Accounts Receivable - GPB,Rapakoba,,17194570.29,17194570.29,2000000.0,0,0,85972.85,0,1719457.03,0,0,0,3805429.88,21000000.17
INV03996,2013-01-22,Bintang Karya Mandiri Baganbatu 1,Accounts Receivable - GPB,Rapakoba,,16787331.18,16787331.18,3200000.0,0,0,83936.66,0,1678733.12,0,0,0,4962669.78,21750000.96
INV03997,2013-01-22,Sumber Pembangunan Aeknabara 1,Accounts Receivable - GPB,Rapakoba,,17324263.05,17324263.05,2400000.0,0,0,0,43310.66,1732426.31,0,0,0,4175736.97,21500000.02
INV03998,2013-01-23,Raja Pas Bangunan Rantau Prapat 1,Accounts Receivable - GPB,Rapakoba,,17307692.47,17307692.47,2250000.0,0,0,86538.46,0,1730769.25,0,0,0,4067307.71,21375000.18
INV03999,2013-01-23,Sigma Triple Block 1,Accounts Receivable - GPB,Medan,,17262443.48,17262443.48,0,0,0,86312.22,0,1726244.35,1300000.0,0,0,3112556.57,20375000.05
INV04000,2013-01-23,Subur Sunggal 1,Accounts Receivable - GPB,Medan,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV04001,2013-01-23,Sabar Mulia Sei Bulu 1,Accounts Receivable - GPB,Serkibata,,17420814.71,17420814.71,0,0,0,87104.07,0,1742081.47,1000000.0,0,0,2829185.54,20250000.25
INV04002,2013-01-23,Rizki Tanjung Morawa 1,Accounts Receivable - GPB,Tatemlukam,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV04003,2013-01-23,Berkat Perbaungan 1,Accounts Receivable - GPB,Serkibata,,17194570.14,17194570.14,0,0,0,85972.85,0,1719457.01,1000000.0,0,0,2805429.86,20000000.0
INV04004,2013-01-23,Berkat Perbaungan 1,Accounts Receivable - GPB,Serkibata,,17194570.14,17194570.14,0,0,0,85972.85,0,1719457.01,1000000.0,0,0,2805429.86,20000000.0
INV04005,2013-01-23,Juliandi Property Medan 1,Accounts Receivable - GPB,Medan,,17601809.99,17601809.99,0,0,0,88009.05,0,1760181.0,1300000.0,0,0,3148190.05,20750000.04
INV04006,2013-01-23,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17330317.83,17330317.83,0,0,0,86651.59,0,1733031.78,500000.0,0,0,2319683.37,19650001.2
INV04007,2013-01-23,Hartono Perdagangan 1,Accounts Receivable - GPB,Serkibata,,17194570.14,17194570.14,0,0,0,85972.85,0,1719457.01,0.0,0,0,1805429.86,19000000.0
INV04008,2013-01-23,Desa Maju Polonia 1,Accounts Receivable - GPB,Medan,,17149321.37,17149321.37,0,0,0,85746.61,0,1714932.14,1300000.0,0,0,3100678.75,20250000.12
INV04009,2013-01-23,Simalungun Traso Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17511312.26,17511312.26,0,0,0,87556.56,0,1751131.23,900000.0,0,0,2738687.79,20250000.05
INV04010,2013-01-23,TETAP JAYA TEBING 1,Accounts Receivable - GPB,Serkibata,,17330316.8,17330316.8,0,0,0,86651.58,0,1733031.68,600000.0,0,0,2419683.26,19750000.06
INV04011,2013-01-23,Bahagia Jaya By pass 1,Accounts Receivable - GPB,Medan,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV04012,2013-01-23,Berkat Grand Angrek 1,Accounts Receivable - GPB,Medan,,17488688.21,17488688.21,0,0,0,87443.44,0,1748868.82,1300000.0,0,0,3136312.26,20625000.47
INV04013,2013-01-23,Fauzar Aek Loba 1,Accounts Receivable - GPB,Rapakoba,,16968325.87,16968325.87,0,0,0,84841.63,0,1696832.59,1750000.0,0,0,3531674.22,20500000.09
INV04014-1,2013-01-23,Total Mandiri Medan 1,Accounts Receivable - GPB,Medan,,16961451.31,16961451.31,0,0,0,0,42403.63,1696145.13,1300000.0,0,0,3038548.76,20000000.07
INV04015,2013-01-23,Tunas Family T. Balai 1,Accounts Receivable - GPB,Serkibata,,17330316.74,17330316.74,0,0,0,86651.58,0,1733031.67,1100000.0,0,0,2919683.25,20249999.99
INV04016,2013-01-23,Residen Kualah Selatan 1,Accounts Receivable - GPB,Rapakoba,,17194570.29,17194570.29,0,0,0,85972.85,0,1719457.03,2000000.0,0,0,3805429.88,21000000.17
INV04017,2013-01-23,Usaha Baru Batangkuis 1,Accounts Receivable - GPB,Tatemlukam,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV04018,2013-01-23,TAS Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17647058.95,17647058.95,0,0,0,88235.29,0,1764705.9,0.0,0,0,1852941.19,19500000.14
INV04019,2013-01-23,Yatmi Bagan Batu 1,Accounts Receivable - GPB,Rapakoba,,16787330.47,16787330.47,3200000.0,0,0,83936.65,0,1678733.05,0,0,0,4962669.7,21750000.17
INV04020,2013-01-25,Total Mandiri Medan 1,Accounts Receivable - GPB,Medan,,16961451.31,16961451.31,0,0,0,0,42403.63,1696145.13,1300000.0,0,0,3038548.76,20000000.07
INV04021,2013-01-25,Kembar Jaya Namorambe 1,Accounts Receivable - GPB,Medan,,17149321.34,17149321.34,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.08
INV04022,2013-01-25,Adec Kabanjahe 1,Accounts Receivable - GPB,Binlangkar,,15986304.73,15986304.73,0,0,0,0,39965.76,1598630.47,0.0,0,0,1638596.23,17624900.96
INV04023,2013-01-25,Tetap Jaya Kisaran 1,Accounts Receivable - GPB,Serkibata,,17511312.26,17511312.26,0,0,0,87556.56,0,1751131.23,900000.0,0,0,2738687.79,20250000.05
INV04024,2013-01-25,Cahaya Sinar Logam Lubuk Pakam 1,Accounts Receivable - GPB,Tatemlukam,,17262443.58,17262443.58,0,0,0,86312.22,0,1726244.36,1300000.0,0,0,3112556.58,20375000.16
INV04025,2013-01-25,TETAP JAYA TEBING 1,Accounts Receivable - GPB,Serkibata,,17058823.65,17058823.65,0,0,0,85294.12,0,1705882.37,900000.0,0,0,2691176.49,19750000.14
INV04026,2013-01-25,Indomas Kisaran 1,Accounts Receivable - GPB,Serkibata,,17511312.26,17511312.26,0,0,0,87556.56,0,1751131.23,900000.0,0,0,2738687.79,20250000.05
INV04027,2013-01-25,Anugerah Jaya Tanjung Tiram 1,Accounts Receivable - GPB,Serkibata,,17647058.95,17647058.95,0,0,0,88235.29,0,1764705.9,750000.0,0,0,2602941.19,20250000.14
INV04028,2013-01-25,Hanjaya Patumbak 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04029-1,2013-01-25,Kencana Agung Johor 1,Accounts Receivable - GPB,Medan,,16809954.77,16809954.77,0,0,0,84049.77,0,1680995.48,1300000.0,0,0,3065045.25,19875000.02
INV04030,2013-01-25,Maju Jaya Tebing 1,Accounts Receivable - GPB,Serkibata,,17782805.46,17782805.46,0,0,0,88914.03,0,1778280.55,600000.0,0,0,2467194.58,20250000.04
INV04031-1,2013-01-25,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,16968325.87,16968325.87,0,0,0,84841.63,0,1696832.59,900000.0,0,0,2681674.22,19650000.09
INV04032,2013-01-25,Laris Jaya Kota Pinang 1,Accounts Receivable - GPB,Rapakoba,,17194570.15,17194570.15,2500000.0,0,0,85972.85,0,1719457.02,0,0,0,4305429.87,21500000.02
INV04033,2013-01-25,Bangun Utama Bagan Sinembah 1,Accounts Receivable - GPB,Rapakoba,,16832579.29,16832579.29,3400000.0,0,0,84162.9,0,1683257.93,0,0,0,5167420.83,22000000.12
INV04034,2013-01-25,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17330316.8,17330316.8,0,0,0,86651.58,0,1733031.68,500000.0,0,0,2319683.26,19650000.06
INV04035,2013-01-25,TAS Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17647060.35,17647060.35,0,0,0,88235.3,0,1764706.04,0.0,0,0,1852941.34,19500001.69
INV04036,2013-01-26,Simalungun Traso Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17511312.26,17511312.26,0,0,0,87556.56,0,1751131.23,900000.0,0,0,2738687.79,20250000.05
INV04037,2013-01-26,Bima Maju Binjai 1,Accounts Receivable - GPB,Binlangkar,,17104072.56,17104072.56,0,0,0,85520.36,0,1710407.26,1600000.0,0,0,3395927.62,20500000.18
INV04038,2013-01-26,Antara Jaya Simpang Kawat 1,Accounts Receivable - GPB,Serkibata,,17647058.94,17647058.94,0,0,0,88235.29,0,1764705.89,1000000.0,0,0,2852941.18,20500000.12
INV04039,2013-01-26,Sigma Triple Block 1,Accounts Receivable - GPB,Medan,,17262443.47,17262443.47,0,0,0,86312.22,0,1726244.35,1300000.0,0,0,3112556.57,20375000.04
INV04040,2013-01-26,Mandiri Jaya Marendal 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04041,2013-01-26,Martimbul Kisaran 1,Accounts Receivable - GPB,Serkibata,,17285067.91,17285067.91,0,0,0,86425.34,0,1728506.79,900000.0,0,0,2714932.13,20000000.04
INV04042,2013-01-26,Harapan Jaya Alfalah 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04043,2013-01-26,Cahaya Baru Sei Bulu 1,Accounts Receivable - GPB,Serkibata,,17420814.53,17420814.53,0,0,0,87104.07,0,1742081.45,1000000.0,0,0,2829185.52,20250000.05
INV04044,2013-01-26,Maju Jaya Inalum 1,Accounts Receivable - GPB,Serkibata,,18099547.68,18099547.68,0,0,0,90497.74,0,1809954.77,500000.0,0,0,2400452.51,20500000.19
INV04045,2013-01-26,Dunia Co Kisaran 1,Accounts Receivable - GPB,Serkibata,,17511312.23,17511312.23,0,0,0,87556.56,0,1751131.22,900000.0,0,0,2738687.78,20250000.01
INV04046,2013-01-26,Jaya Block Medan 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04047,2013-01-26,Sabar Jaya Marendal 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04048,2013-01-26,Watt Aek Kanopan 1,Accounts Receivable - GPB,Rapakoba,,17194570.2,17194570.2,0,0,0,85972.85,0,1719457.02,2000000.0,0,0,3805429.87,21000000.07
INV04049,2013-01-26,Abang Adek Pagurawan 1,Accounts Receivable - GPB,Serkibata,,17873303.23,17873303.23,0,0,0,89366.52,0,1787330.32,750000.0,0,0,2626696.84,20500000.07
INV04050,2013-01-26,Tio Jaya Mandiri Damuli 1,Accounts Receivable - GPB,Rapakoba,,17194570.2,17194570.2,2000000.0,0,0,85972.85,0,1719457.02,0,0,0,3805429.87,21000000.07
INV04051,2013-01-28,Medan Jaya Binjai 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04052,2013-01-28,Adec Kabanjahe 1,Accounts Receivable - GPB,Binlangkar,,16320635.81,16320635.81,0,0,0,0,40801.59,1632063.58,0.0,0,0,1672865.17,17993500.98
INV04053,2013-01-28,Rudi Pancing 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04054,2013-01-28,Rezeki Makmur T . Balai 1,Accounts Receivable - GPB,Serkibata,,17443438.92,17443438.92,0,0,0,87217.19,0,1744343.89,1100000.0,0,0,2931561.08,20375000.0
INV04055,2013-01-28,Usaha Baru Batangkuis 1,Accounts Receivable - GPB,Tatemlukam,,17149321.28,17149321.28,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.02
INV04056,2013-01-28,Karunia Jaya Johor 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04057,2013-01-28,Bintang Karya Mandiri Baganbatu 1,Accounts Receivable - GPB,Rapakoba,,16787330.47,16787330.47,3200000.0,0,0,83936.65,0,1678733.05,0,0,0,4962669.7,21750000.17
INV04058,2013-01-28,Saudara Jaya Kisaran 1,Accounts Receivable - GPB,Serkibata,,17511312.23,17511312.23,0,0,0,87556.56,0,1751131.22,900000.0,0,0,2738687.78,20250000.01
INV04059-1,2013-01-28,Kencana Agung Johor 1,Accounts Receivable - GPB,Medan,,16809954.77,16809954.77,0,0,0,84049.77,0,1680995.48,1300000.0,0,0,3065045.25,19875000.02
INV04060,2013-01-28,Putra Jaya Tebing 1,Accounts Receivable - GPB,Serkibata,,18009049.78,18009049.78,0,0,0,90045.25,0,1800904.98,600000.0,0,0,2490950.23,20500000.01
INV04061-1,2013-01-28,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17556561.23,17556561.23,0,0,0,87782.81,0,1755656.12,500000.0,0,0,2343438.93,19900000.16
INV04062-1,2013-01-28,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17556561.23,17556561.23,0,0,0,87782.81,0,1755656.12,500000.0,0,0,2343438.93,19900000.16
INV04063-1,2013-01-28,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17556561.09,17556561.09,0,0,0,87782.81,0,1755656.11,500000.0,0,0,2343438.92,19900000.01
INV04064,2013-01-28,Asia Maju Rantau 1,Accounts Receivable - GPB,Rapakoba,,17194570.2,17194570.2,2250000.0,0,0,85972.85,0,1719457.02,0,0,0,4055429.87,21250000.07
INV04065,2013-01-28,Asia Maju Rantau 1,Accounts Receivable - GPB,Rapakoba,,17194570.2,17194570.2,2250000.0,0,0,85972.85,0,1719457.02,0,0,0,4055429.87,21250000.07
INV04066,2013-01-29,SS Jaya Tanjung Anom 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04067,2013-01-29,Nanda Nindi Medan 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04068,2013-01-29,Kencana Agung Johor 1,Accounts Receivable - GPB,Medan,,16809954.77,16809954.77,0,0,0,84049.77,0,1680995.48,1300000.0,0,0,3065045.25,19875000.02
INV04069,2013-01-29,Sinar Jaya Perbaungan 1,Accounts Receivable - GPB,Serkibata,,17420814.53,17420814.53,0,0,0,87104.07,0,1742081.45,1000000.0,0,0,2829185.52,20250000.05
INV04070,2013-01-29,Rizki Tanjung Morawa 1,Accounts Receivable - GPB,Tatemlukam,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04071,2013-01-29,Tetap Jaya Kisaran 1,Accounts Receivable - GPB,Serkibata,,17511312.23,17511312.23,0,0,0,87556.56,0,1751131.22,900000.0,0,0,2738687.78,20250000.01
INV04072,2013-01-29,Total Mandiri Medan 1,Accounts Receivable - GPB,Medan,,16961451.31,16961451.31,0,0,0,0,42403.63,1696145.13,1300000.0,0,0,3038548.76,20000000.07
INV04073,2013-01-29,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17556561.09,17556561.09,0,0,0,87782.81,0,1755656.11,500000.0,0,0,2343438.92,19900000.01
INV04074,2013-01-29,Kencana Agung Johor 1,Accounts Receivable - GPB,Medan,,16809954.77,16809954.77,0,0,0,84049.77,0,1680995.48,1300000.0,0,0,3065045.25,19875000.02
INV04075,2013-01-29,Utama Bangunan Batubara 1,Accounts Receivable - GPB,Serkibata,,17556561.09,17556561.09,0,0,0,87782.81,0,1755656.11,500000.0,0,0,2343438.92,19900000.01
INV04076,2013-01-29,Surya Kencana Lubuk Pakam 1,Accounts Receivable - GPB,Tatemlukam,,17375565.63,17375565.63,0,0,0,86877.83,0,1737556.56,1300000.0,0,0,3124434.39,20500000.02
INV04077,2013-01-30,Asia Maju Rantau 1,Accounts Receivable - GPB,Rapakoba,,17194570.15,17194570.15,2250000.0,0,0,85972.85,0,1719457.02,0,0,0,4055429.87,21250000.02
INV04078,2013-01-30,Tunas Family T. Balai 1,Accounts Receivable - GPB,Serkibata,,17330316.75,17330316.75,0,0,0,86651.58,0,1733031.68,1100000.0,0,0,2919683.26,20250000.01
INV04079,2013-01-30,Bahagia Jaya By pass 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04080,2013-01-30,Bangun Sari Batu Bara 1,Accounts Receivable - GPB,Serkibata,,17647058.95,17647058.95,0,0,0,88235.29,0,1764705.9,750000.0,0,0,2602941.19,20250000.14
INV04081,2013-01-30,Permata Indah Patumbak 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04082,2013-01-30,Indomas Kisaran 1,Accounts Receivable - GPB,Serkibata,,17511312.23,17511312.23,0,0,0,87556.56,0,1751131.22,900000.0,0,0,2738687.78,20250000.01
INV04083,2013-01-30,Desa Maju Polonia 1,Accounts Receivable - GPB,Medan,,17149321.28,17149321.28,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.02
INV04084,2013-01-30,Linsa Pangururan 1,Accounts Receivable - GPB,Sibatopasa,,15882353.05,15882353.05,0,0,0,79411.77,0,1588235.31,0.0,0,0,1667647.08,17550000.13
INV04085,2013-01-30,Raja Pas Bangunan Rantau Prapat 1,Accounts Receivable - GPB,Rapakoba,,17307692.47,17307692.47,2250000.0,0,0,86538.46,0,1730769.25,0,0,0,4067307.71,21375000.18
INV04086,2013-01-30,Residen Kualah Selatan 1,Accounts Receivable - GPB,Rapakoba,,17194570.15,17194570.15,2000000.0,0,0,85972.85,0,1719457.02,0,0,0,3805429.87,21000000.02
INV04087,2013-01-31,Adec Kabanjahe 1,Accounts Receivable - GPB,Binlangkar,,16355828.56,16355828.56,0,0,0,0,40889.57,1635582.86,0.0,0,0,1676472.43,18032300.99
INV04088,2013-01-31,US Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17285067.91,17285067.91,0,0,0,86425.34,0,1728506.79,900000.0,0,0,2714932.13,20000000.04
INV04089,2013-01-31,Rizky Marendal 1,Accounts Receivable - GPB,Medan,,17375565.63,17375565.63,0,0,0,86877.83,0,1737556.56,1300000.0,0,0,3124434.39,20500000.02
INV04091,2013-01-31,Merbau Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17511312.23,17511312.23,0,0,0,87556.56,0,1751131.22,900000.0,0,0,2738687.78,20250000.01
INV04092,2013-01-31,Yoga Karunia Jaya Batangkuis 1,Accounts Receivable - GPB,Tatemlukam,,17375565.63,17375565.63,0,0,0,86877.83,0,1737556.56,1300000.0,0,0,3124434.39,20500000.02
INV04093,2013-01-31,Adec Kabanjahe 1,Accounts Receivable - GPB,Binlangkar,,6167528.4,6167528.4,0,0,0,0,15418.82,616752.84,0.0,0,0,632171.66,6799700.06
INV04094,2013-01-31,Rezeki Makmur T . Balai 1,Accounts Receivable - GPB,Serkibata,,17443438.94,17443438.94,0,0,0,87217.19,0,1744343.89,1100000.0,0,0,2931561.08,20375000.02
INV04095,2013-01-31,Simalungun Traso Siantar 1,Accounts Receivable - GPB,Sibatopasa,,17511312.23,17511312.23,0,0,0,87556.56,0,1751131.22,900000.0,0,0,2738687.78,20250000.01
INV04096,2013-01-31,Ikbal Jaya Martubung 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04097,2013-01-31,Maja Agung Galang 1,Accounts Receivable - GPB,Tatemlukam,,17375565.63,17375565.63,0,0,0,86877.83,0,1737556.56,1300000.0,0,0,3124434.39,20500000.02
INV04098,2013-01-31,Berkat Grand Angrek 1,Accounts Receivable - GPB,Medan,,17488687.86,17488687.86,0,0,0,87443.44,0,1748868.79,1300000.0,0,0,3136312.23,20625000.09
INV04099,2013-01-31,Lembah Melintang Denai 1,Accounts Receivable - GPB,Medan,,17149321.33,17149321.33,0,0,0,85746.61,0,1714932.13,1300000.0,0,0,3100678.74,20250000.07
INV04100,2013-01-31,Saudara Jaya Kisaran 1,Accounts Receivable - GPB,Serkibata,,17511312.26,17511312.26,0,0,0,87556.56,0,1751131.23,900000.0,0,0,2738687.79,20250000.05
INV04101,2013-01-31,Sinar Terang Aek Kanopan 1,Accounts Receivable - GPB,Rapakoba,,17194570.2,17194570.2,2000000.0,0,0,85972.85,0,1719457.02,0,0,0,3805429.87,21000000.07
INV04103,2013-01-31,Bintang Karya Mandiri Baganbatu 1,Accounts Receivable - GPB,Rapakoba,,16787330.33,16787330.33,3200000.0,0,0,83936.65,0,1678733.03,0,0,0,4962669.68,21750000.01
