Customer_id;Customer_name;Address_line1
Propertindo Batubara 1;Propertindo Batubara 1;Jl. PEMATANG KUING GUDANG SAGU NO. 28 BATUBARA
PT. ALAM DUNIA ENG.& CONST.;PT. ALAM DUNIA ENG.& CONST.;KOMPLEK RUKOPINANGSIA BLOK D NO.18 LIPPO KARAWACI - TANGGERANG 15115
Puri 12 Ismailyah 1;Puri 12 Ismailyah 1;Jl. ISMAILYAH NO.38 MEDAN
Pursida Siantar 1;Pursida Siantar 1;Jl. ASAHAN KM.6 NO.162 PEMATANG SIANTAR
Putra Jaya Tebing 1;Putra Jaya Tebing 1;Jl. DR . HAMKA TEBING TINGGI
Putra Pratama Lubuk Pakam 1;Putra Pratama Lubuk Pakam 1;Jl. BAKARAN BATU LUBUK PAKAM
Putri Jaya Aek Kanopan 1;Putri Jaya Aek Kanopan 1;Jl. MAYOR SIDDIK AEK KANOPAN KEC. KUALUH HULU KAB. LABUHAN BATU UTARA K
Rahma Jaya Marelan 1;Rahma Jaya Marelan 1;Jl. MARELAN IX NO.159 PSR I REL.KEL.TANAH ENAM RATUS MEDAN
Rahmat Batubara 1;Rahmat Batubara 1;Jl. LINTAS SUMATERA SIMPANG DOLOK - BATUBARA
Rahmat Martubung 1;Rahmat Martubung 1;MARTUBUNG PASAR 7 PERUMNAS GRIA KEC MEDAN LABUHAN, DELI SERDANG
Raja Pas Bangunan Rantau Prapat 1;Raja Pas Bangunan Rantau Prapat 1;Jl. DEWI SARTIKA SIMP 4 PADANG PASIR RANTAU PRAPAT
Rani Ketaren Tanjung Anom 1;Rani Ketaren Tanjung Anom 1;Jl. GLUGUR RIMBUN SIMP.SILEBO -LEBO NO.1 TANJUNG ANOM(DEKAT PESANTREN DARUL AL - FALAH)
Raya Panglong Siantar 1;Raya Panglong Siantar 1;Jl. JOMBIT NO.17 SONDI RAYA PEMATANG SIANTAR
Residen Kualah Selatan 1;Residen Kualah Selatan 1;Jl. LISUM SIRANGGO KEC. KUALAH SELATAN KAB. LABUHAN BATU UTARA
Reyeni Aeknabara 1;Reyeni Aeknabara 1;Jl. AMPERA NO. 33 AEK NABARA LABUHAN BATU UTARA
Reza Mas Bandar Tinggi 1;Reza Mas Bandar Tinggi 1;Jl. BATU-BATU MASUK DARI SIMP.BANDAR TINGGI
Rezeki Baru Limapuluh 1;Rezeki Baru Limapuluh 1;Jl. BESAR SIMPANG DOLOK, LIMAPULUH
Rezeki Makmur T . Balai 1;Rezeki Makmur T . Balai 1;Jl. SUDIRMAN KM. 35 TANJUNG BALAI
Ridho Asahan 1;Ridho Asahan 1;Jl. LINTAS SUMATERA SIMP. LIDAH TANAH
Rimba Jaya Firdaus 1;Rimba Jaya Firdaus 1;Jl. NEGARA KM.5,5 SIMP. PASAR RODI FIRDAUS - JALINSUM
Rimbun Jaya T. Tiram 1;Rimbun Jaya T. Tiram 1;Jl. BESAR BAGAN KEC.TANJUNG TIRAM
Rimbun Medan 1;Rimbun Medan 1;Jl. KRAKATAU NO.180/8 MEDAN
Rizki Tanjung Morawa 1;Rizki Tanjung Morawa 1;Jl. BANDAR LABUHAN DUSUN 3 TANJUNG MORAWA
Rizkinta Tanjung Morawa 1;Rizkinta Tanjung Morawa 1;Jl. LIMAU MANIS PASAR 15 UJUNG SIMPANG UNDIAN MEDAN SINEMBAH TANJUNG MORAWA
Rizky Batubara 1;Rizky Batubara 1;DESA MANGKE KEC.LIMA PULUH KAB.BATUBARA
Rizky Marendal 1;Rizky Marendal 1;Jl. BAJAK MARENDAL KEC. MEDAN AMPLAS
Romian Arta Samosir 1;Romian Arta Samosir 1;Jl. SIMANINDO BUHIT KEC. SAMOSIR KAB. TOBASA
Romorajunt Medan 1;Romorajunt Medan 1;Jl. PINTU AIR / HORAS NO. 12 MEDAN
Roni Jaya Medan 1;Roni Jaya Medan 1;Jl. SETIA BUDI 127 TJ. SARI PSR I
Roy Grup Medan 1;Roy Grup Medan 1;Jl. DAMAI NO. 47 A SITI REJO II MEDAN AMPLAS
Rudi Pancing 1;Rudi Pancing 1;Jl. PANCING NO. 225 MEDAN
S Munthe Panigoran 1;S Munthe Panigoran 1;Jl. LINTAS SUMATERA SIMPANG PANIGORAN KEC. NA IX-X
Sabar Jaya Marendal 1;Sabar Jaya Marendal 1;Jl. BAJAK DEPAN GG.ROSO MARENDAL KEC. MEDAN AMPLAS
Sabar Mulia Sei Bulu 1;Sabar Mulia Sei Bulu 1;Jl. BESAR MEDAN T.TINGGI SEI BULUH
Sahabat Perdagangan 1;Sahabat Perdagangan 1;Jl. ASAHAN NO.77 PERDAGANGAN SEBERANG
Sahada Jaya Cikampak 1;Sahada Jaya Cikampak 1;Jl. LINSUM CIKAMPAK DESA PINANG AWAN KEC. TORGAMBA LABUSEL
Saudara Jaya Kisaran 1;Saudara Jaya Kisaran 1;Jl. SUTOMO NO.135
Saudara Jaya Tebing 1;Saudara Jaya Tebing 1;Jl. DEB. SUNDORO TEBING TINGGI KEC. PADANG HILIR
Saudara Jaya Traso Sunggal 1;Saudara Jaya Traso Sunggal 1;Jl. RAJAWALI NO.36 SIMPANG SUNGGAL
Sehati Sejahtera Martubung 1;Sehati Sejahtera Martubung 1;Jl. RAWE 7 MARTUBUNG MARTUBUNG(LEWAT MESJID NASUHA TAQWA)
Sejahterah Perdagangan 1;Sejahterah Perdagangan 1;Jl. SUDIRMAN NO. 8 PERDAGANGAN
Sejati Beton Medan 1;Sejati Beton Medan 1;Jl. PERCUT, SAMPALI 
Sejati Binjai 1;Sejati Binjai 1;Jl. SEI BINGEI BINJAI
Sejati Tebing 1;Sejati Tebing 1;Jl. IR.JUANDA T.TINGGI MASUK DARI SIMP.BEO
Selama Indah T . Balai 1;Selama Indah T . Balai 1;Jl. TELUK NIBUNG TJ. BALAI/ DEPAN PABRIK ES GUNUNG SALJU
Selesai Jaya Tembung 1;Selesai Jaya Tembung 1;Jl. PASAR 7 TEMBUNG (LEWAT REL DEPAN KUBURAN)
Seljatama Binjai 1;Seljatama Binjai 1;Jl. WAHIDIN NO. 196 A BINJAI
Semangat Baru Biru - Biru 1;Semangat Baru Biru - Biru 1;Jl. BESAR SIBIRU - BIRU NO. 22 BIRU - BIRU
Serba Jadi Sunggal 1;Serba Jadi Sunggal 1;Jl. SUNGGAL NO.323 (DEPAN PDAM TIRTANADI SUNGGAL)
Setia Arifin Perbaungan 1;Setia Arifin Perbaungan 1;Jl. SERDANG NO. 60 LINGKUNGA PEKAN 2 PERBAUNGAN
Setia Baru Medan 1;Setia Baru Medan 1;Jl. GUNUNG KRAKATAU NO.173 MEDAN
Setia Baru Yos Sudarso Medan 1;Setia Baru Yos Sudarso Medan 1;Jl. YOS SUDARSO KM 12.5 SIMP. DOBY
Setia Budi Tanjung Tiram 1;Setia Budi Tanjung Tiram 1;Jl. RAKYAT UJUNG BAGAN DALAM PAJAK MINI BATUBARA KEC. TANJUNG TIRAM
Setia Jaya Tembung 1;Setia Jaya Tembung 1;Jl. TERUSAN BANDAR SETIA DUSUN NO.8 TEMBUNG
Setia Kawan Sergai 1;Setia Kawan Sergai 1;Jl. JEND.SUDIRMAN SP.BEDAGAI SEI RAMPAH KAB.SERGAI
Setia Perbaungan 1;Setia Perbaungan 1;Jl. KENANGA PERBAUNGAN
Sewangi Tebing 1;Sewangi Tebing 1;Jl. JEND.SUDIRMAN NO.391
Siaga Baru Rantau 1;Siaga Baru Rantau 1;Jl. IMAM BONJOL KEC. RANTAU UTARA KAB. LABUHAN BATU
Sigma Triple Block 1;Sigma Triple Block 1;Jl. NGUMBAN SURBAKTI
Sigma Triple/Block;Sigma Triple/Block;Jl. NGUMBAN SURBAKTI 
Simalungun Traso Siantar 1;Simalungun Traso Siantar 1;Jl. MEDAN KEC.SIANTAR MARTOBA
Sinar Baja Pangkalan Brandan 1;Sinar Baja Pangkalan Brandan 1;Jl. SUTOMO NO.60 PANGKALAN BRANDAN
Sinar Baja Perbaungan 1;Sinar Baja Perbaungan 1;Jl. SERDANG NO.24 C PERBAUNGAN
Sinar Buana 1;Sinar Buana 1;Jl. TANJUNG BALAI GUDANG SINAR BUANA DEPAN PRUMNAS BATU 4 SEBELAH KANAN
Sinar Buana T. Balai 1;Sinar Buana T. Balai 1;Jl. TANJUNG BALAI GUDANG SINAR BUANA DEPAN PRUMNAS BATU 4 SEBELAH KANAN
Sinar Family TJ Balai 1;Sinar Family TJ Balai 1;Jl. ALTERI TANJUNG BALAI ( DEPAN PL. TUNAS FAMILY)
Sinar Gunung Aekanopan 1;Sinar Gunung Aekanopan 1;Jl. LINSUM AEKANOPAN LEDONG BARAT KEC.LEDONG BARAT KAB.LABUHAN BATU UTARA
Sinar Harapan Binjai 1;Sinar Harapan Binjai 1;Jl. MEDAN - BINJAM KM. 15,5, DEPAN WIKA BETON
Sinar Jaya Binjai 1;Sinar Jaya Binjai 1;Jl. AMIR HAMZAH KM. 13,5 NO. 13-30 BINJAI UTARA
Sinar Jaya Perbaungan 1;Sinar Jaya Perbaungan 1;Jl. MEDAN - T. TINGGI KOTA GALUH PERBAUNGAN
Sinar Jaya T. Balai 1;Sinar Jaya T. Balai 1;Jl. JAMIN GINTING KM.3 SI JAMBI KEC.DATUK BANDAT
Sinar Jaya Tebing 1;Sinar Jaya Tebing 1;Jl. KF.TANDEAN NO.282 C T
Sinar Madani Gemilang Medan 1;Sinar Madani Gemilang Medan 1;Jl. K.L YOS SUDARSO GG. BAHADUR NO.1 GLUGUR KOTA MEDAN BARAT
Sinar Makmur TJ Balai 1;Sinar Makmur TJ Balai 1;Jl. TEUKU UMAR UJUNG NO. 85 KEC. TANJUNG BALAI KAB. ASAHAN
Sinar Saudara Medan 1;Sinar Saudara Medan 1;Jl. RAKYAT NO.116/106 MEDAN
Sinar Terang Aek Kanopan 1;Sinar Terang Aek Kanopan 1;Jl. BESAR LONDUT AEK KANOPAN KEC. KWALUH SELATAN
SKJ Kisaran 1;SKJ Kisaran 1;Jl. BUDI UTOMO MUTIARA KISARAN TIMUR
Sopan Karya Kabanjahe 1;Sopan Karya Kabanjahe 1;Jl. BAMBU RUNCING NO 25 KEL PADANG MAS KABANJAHE
SS Jaya Tanjung Anom 1;SS Jaya Tanjung Anom 1;Jl. GLUGUR RIMBUN NO.336 B TJ.ANOM
Subur Baru Inalum 1;Subur Baru Inalum 1;Jl. ACCES ROAD INALUM DESA PAKAM KEBUN UBI KAB. BATUBARA
Subur Baru Medan 1;Subur Baru Medan 1;Jl. SISINGAMANGARAJA NO.11,12 H
Subur Sunggal 1;Subur Sunggal 1;Jl. BUNGA RAYA NO.23 KEC. MEDAN SUNGGAL
Subur Sunggal 2;Subur Sunggal 2;Jl. BUNGA RAYA NO.15 ASAM KUMBANG MEDAN
Sukses Beton Medan 1;Sukses Beton Medan 1;Jl. PULAU SUMBAWA NO. 7 KAWASAN INDUSTRI MEDAN
Sukses Mandiri Talawi 1;Sukses Mandiri Talawi 1;DEPAN LP. KEJAKSAAN KAYU ARA DESA PAHANG TALAWI BATU BARA
Sumarman Galang 1;Sumarman Galang 1;Jl. ASRAMA BRIGIP 7 / RIMBA RAYA GALANG
Sumatra Cikampak 1;Sumatra Cikampak 1;Jl. TORGANDA NO. 84 CIKAMPAK KOTA KEC. TORGANDA KAB. LABUHAN BATU SELATAN
Sumber Baru Batang Kuis 1;Sumber Baru Batang Kuis 1;Jl. NIAGA NO.19 BATANG KUIS 
Sumber Ilham Medan 1;Sumber Ilham Medan 1;Jl. JERMAL 7 NO.1 MEDAN
Sumber Jaya Medan 1;Sumber Jaya Medan 1;Jl. LETDA SUJONO NO. 103 - MEDAN
Sumber Kali Tebing 1;Sumber Kali Tebing 1;Jl. KAPTEN F. TANDEAN NO.350 TEBING TINGGI
Sumber Makmur Tanah Datar 1;Sumber Makmur Tanah Datar 1;Jl. BESAR TANAH DATAR KEC. TALAWI
Sumber Pembangunan Aeknabara 1;Sumber Pembangunan Aeknabara 1;Jl. LINTAS SUMATERA,AEK NABARA NO.49 KEC.BILAH HULU LAB.BATU
Sunggal Block Medan 1;Sunggal Block Medan 1;Jl. BUNGA RAYA ASAM KUMBANG (SAMPING LEMBAGA PENJAMIN MUTU PENDIDIKAN)
Sunjun Sukses Abadi Medan 1;Sunjun Sukses Abadi Medan 1;Jl. MENGGALA NO. 25 MEDAN
Surbakti Berastagi 1;Surbakti Berastagi 1;Jl. JAMIN GINTING NO.15 BERASTAGI
Surya Agung Tembung 1;Surya Agung Tembung 1;Jl. PENGABDIAN PASAR 12 BANDAR SETIA TEMBUNG
Surya Indah Pulau Raja 1;Surya Indah Pulau Raja 1;Jl. PULAU RAJA PEKAN
Surya Kencana Lubuk Pakam 1;Surya Kencana Lubuk Pakam 1;Jl. TUMPATAN DEPAN TOWER SEBELAH KANAN LUBUK PAKAM
Susan Pilar Medan 1;Susan Pilar Medan 1;Jl. PERTAHANAN NO. 59 AA MEDAN AMPLAS
Sutera Property Medan 1;Sutera Property Medan 1;DUSUN 3 HAMPARAN PERAK, MEDAN
Syahdan Tanjung Balai 1;Syahdan Tanjung Balai 1;Jl. ALTERI TANJUNG BALAI
Tamba Jaya Bagan Batu 1;Tamba Jaya Bagan Batu 1;Jl. SM. RAJA SEI BUAYA BAGAN BATU
Tambun Mandiri Medan 1;Tambun Mandiri Medan 1;Jl. DELITUA DEPAN ASRAMA ARMED MEDAN
Tani Jaya Sergai 1;Tani Jaya Sergai 1;Jl. DESA JUHAR KEC.BANDAR KHALIFAH
Tarigan Jaya Namorambe 1;Tarigan Jaya Namorambe 1;Jl. NAMORAMBE NO. 24 DELI SERDANG MEDAN
Tarigan Jaya Sinembah 1;Tarigan Jaya Sinembah 1;Jl. SUNGAI BUAYA DESA BANGUN REJO KEC. BAGAN SINEMBAH, BAGAN BATU
TAS Siantar 1;TAS Siantar 1;Jl. SUTOMO NO.14 SONDI RAYA
Tek Sue Medan 1 (CV. Cakrawala Mega Konstruksi) - GPB;Tek Sue Medan 1 (CV. Cakrawala Mega Konstruksi) - GPB;Jl. MADIO SANTOSO NO. 82 C,D MEDAN 
Terang Jaya Kuala Tanjung 1;Terang Jaya Kuala Tanjung 1;DESA KUALA TANJUNG PEMATANG SIJAGO
Tetap Jaya Kisaran 1;Tetap Jaya Kisaran 1;Jl. SM. RAJA NO. 88 D
Tetap Jaya Tebing 1;Tetap Jaya Tebing 1;Jl. HARSYIHAB NO.7
Tiga Saudara Tebing 1;Tiga Saudara Tebing 1;Jl. BANDARSONO TEBING TINGGI
Tika Langga Payung 1;Tika Langga Payung 1;Jl. JEND . SUDIRMAN NO.53 LANGGA PAYUNG KEC. SUNGAI KANAN KAB. LABUHAN BATU SELATAN
Tio Jaya Mandiri Damuli 1;Tio Jaya Mandiri Damuli 1;Jl. LINSUM DAMULI DEPAN KANTOR CAMAT KEC. KWALA SELATAN KAB. LABUHAN BATU UTARA
Toba Pulp Lestari Porsea 1;Toba Pulp Lestari Porsea 1;Jl. LETJEN MT HARYONO NO. A- 1 MEDAN
Toko Somat Talawi 1;Toko Somat Talawi 1;DESA BENTENG DUSUN 4 KEC. TALAWI
Total Mandiri Medan 1;Total Mandiri Medan 1;Jl. ADI SUCIPTO KOMPLEK RIVERVIEW BLOK A 23-25 (DEPAN LANUD)
Transputra Nauli Medan 1;Transputra Nauli Medan 1;Jl. PELITA 6 GG . JABAT NO.13 MEDAN
Tri V Jaya Tanjung Morawa 1;Tri V Jaya Tanjung Morawa 1;Jl. SEI MERAH NO.52 TANJUNG MORAWA
Tulung Agung Tanah Jawa 1;Tulung Agung Tanah Jawa 1;SIMPANG SITAPULAK DESA MARUBUN JAYA TANAH JAWA PEMATANG SIANTAR
Tumorang Jaya Sunggal 1;Tumorang Jaya Sunggal 1;Jl. SEI MENCIRIM PERUMAHAN RORINATA MEDAN SUNGGAL
Tunas Baru Sei Rampah1;Tunas Baru Sei Rampah1;Jl. BESAR DESA PON KM.64,5 NO.278
Tunas Family Tanjung Balai 1;Tunas Family Tanjung Balai 1;Jl. ALTERI
US Siantar 1;US Siantar 1;Jl. BESAR KERASAAN KEC.SIANTAR MARIHAT
Usaha Adek Sigambal 1;Usaha Adek Sigambal 1;Jl. BESAR TANJUNG TIRAM SIGAMBAL KEC. RANTAU PRAPAT KAB. LABUHAN BATU
Usaha Baru Air Joman 1;Usaha Baru Air Joman 1;Jl. PROTOKOL NO. 129 AIR JOMAN, DISAMPING POLSEK AIR JOMAN
Usaha Baru Batangkuis 1;Usaha Baru Batangkuis 1;Jl. NIAGA NO. 62 BATANG KUIS
Usaha Baru Damuli 1;Usaha Baru Damuli 1;DAMULI PEKAN KEC.KWALUH SELATAN LABUHAN BATU UTARA
Usaha Baru Indrapura 1;Usaha Baru Indrapura 1;Jl. BESAR INDRAPURA KEC.AIR PUTIH KAB.BATUBARA
Usaha Baru Sei Piring 1;Usaha Baru Sei Piring 1;Jl. BESAR SUNGAI PIRING
Usaha Baru Tanjung Morawa 1;Usaha Baru Tanjung Morawa 1;Jl. BATANG KUIS - TANJUNG MORAWA PASAR 5 DESA TELAGA SARI
Usaha Makmur Laut dendang1;Usaha Makmur Laut dendang1;Jl. PERHUBUNGAN NO. 3 LAUT DENDANG KEC. PERHUBUNGAN SEI TUAN KAB. DELI SERDANG
Utama Bangunan Batubara 1;Utama Bangunan Batubara 1;Jl. LINTAS SUMATERA KEC. SIPARE- PARE KAB. BATUBARA
Via Sanitari Marelan 1;Via Sanitari Marelan 1;MARELAN PSR IV MEDAN
Visi Mima Mandiri Namorambe 1;Visi Mima Mandiri Namorambe 1;Jl. BESAR DELITUA NAMORAMBE
Wandi Rantau Selatan 1;Wandi Rantau Selatan 1;Jl. BESAR SIGAMBAL KEC. RANTAU SELATAN KAB. LABUHAN BATU
Willy Jaya Sei Rampah 1;Willy Jaya Sei Rampah 1;Jl. BESAR SEI RAMPAH NO.8 A KOMPLEKS RRI
Winmar Lubuk Pakam 1;Winmar Lubuk Pakam 1;Jl. KH. A. SALIM NO. 56 LUBUK PAKAM
Wisindo Batubara 1;Wisindo Batubara 1;BATUBARA
Yanis Karunia Jaya Medan 1;Yanis Karunia Jaya Medan 1;Jl. SETIA BUDI 127 TJ. SARI PSR I
Yatmi Bagan Batu 1;Yatmi Bagan Batu 1;Jl. JEND. SUDIRMAN BAGAN BATU KEC. BAGAN SINEMBAH BAGAN BATU
Yayasan Darul Ilmi Medan 1;Yayasan Darul Ilmi Medan 1;Jl. KARYA JAYA UJUNG MEDAN JOHOR
Yoga Karunia Jaya Batangkuis 1;Yoga Karunia Jaya Batangkuis 1;Jl. MEDAN BATANGKUIS NO.2 SEI ROTAN
Zam - Zam Medan 1;Zam - Zam Medan 1;Jl. PANCING KOMP. IAIN NO. 7/11 LK.XI MEDAN
